iter	Accuracy	Logloss
881	0.9999285534	0.001389913364
882	0.9999285534	0.001389908219
883	0.9999285534	0.001389908219
884	0.9999285534	0.001389903076
885	0.9999285534	0.001389903076
886	0.9999285534	0.001389903076
887	0.9999285534	0.001389882518
888	0.9999285534	0.001389882518
889	0.9999285534	0.001389877385
890	0.9999285534	0.001389877385
891	0.9999285534	0.001389872254
892	0.9999285534	0.001389872254
893	0.9999285534	0.001389867125
894	0.9999285534	0.001389867125
895	0.9999285534	0.001389867125
896	0.9999285534	0.001389867125
897	0.9999285534	0.001389867125
898	0.9999285534	0.001389867125
899	0.9999285534	0.001389867125
900	0.9999285534	0.001389867125
901	0.9999285534	0.001389867125
902	0.9999285534	0.001389867125
903	0.9999285534	0.001389867125
904	0.9999285534	0.001389867125
905	0.9999285534	0.001389867125
906	0.9999285534	0.001389867125
907	0.9999285534	0.001389867125
908	0.9999285534	0.001389867125
909	0.9999285534	0.001389867125
910	0.9999285534	0.001389867125
911	0.9999285534	0.001389867125
912	0.9999285534	0.001389867125
913	0.9999285534	0.001389867125
914	0.9999285534	0.001389867125
915	0.9999285534	0.001389867125
916	0.9999285534	0.001389867125
917	0.9999285534	0.001389867125
918	0.9999285534	0.001389867125
919	0.9999285534	0.001389867125
920	0.9999285534	0.001389867125
921	0.9999285534	0.001389867125
922	0.9999285534	0.001389867125
923	0.9999285534	0.001389867125
924	0.9999285534	0.001389867125
925	0.9999285534	0.001389867125
926	0.9999285534	0.001389867125
927	0.9999285534	0.001389867125
928	0.9999285534	0.001389867125
929	0.9999285534	0.001389867125
930	0.9999285534	0.001389867125
931	0.9999285534	0.001389867125
932	0.9999285534	0.001389867125
933	0.9999285534	0.001389867125
934	0.9999285534	0.001389867125
935	0.9999285534	0.001389867125
936	0.9999285534	0.001389867125
937	0.9999285534	0.001389867125
938	0.9999285534	0.001389867125
939	0.9999285534	0.001389867125
940	0.9999285534	0.001389867125
941	0.9999285534	0.001389867125
942	0.9999285534	0.001389867125
943	0.9999285534	0.001389867125
944	0.9999285534	0.001389867125
945	0.9999285534	0.001389867125
946	0.9999285534	0.001389867125
947	0.9999285534	0.001389867125
948	0.9999285534	0.001389867125
949	0.9999285534	0.001389867125
950	0.9999285534	0.001389867125
951	0.9999285534	0.001389867125
952	0.9999285534	0.001389867125
953	0.9999285534	0.001389867125
954	0.9999285534	0.001389867125
955	0.9999285534	0.001389867125
956	0.9999285534	0.001389867125
957	0.9999285534	0.001389867125
958	0.9999285534	0.001389867125
959	0.9999285534	0.001389867125
960	0.9999285534	0.001389867125
961	0.9999285534	0.001389867125
962	0.9999285534	0.001389867125
963	0.9999285534	0.001389867125
964	0.9999285534	0.001389867125
965	0.9999285534	0.001389867125
966	0.9999285534	0.001389867125
967	0.9999285534	0.001389867125
968	0.9999285534	0.001389867125
969	0.9999285534	0.001389867125
970	0.9999285534	0.001389867125
971	0.9999285534	0.001389867125
972	0.9999285534	0.001389867125
973	0.9999285534	0.001389867125
974	0.9999285534	0.001389867125
975	0.9999285534	0.001389867125
976	0.9999285534	0.001389867125
977	0.9999285534	0.001389867125
978	0.9999285534	0.001389867125
979	0.9999285534	0.001389867125
980	0.9999285534	0.001389867125
981	0.9999285534	0.001389867125
982	0.9999285534	0.001389867125
983	0.9999285534	0.001389867125
984	0.9999285534	0.001389867125
985	0.9999285534	0.001389867125
986	0.9999285534	0.001389867125
987	0.9999285534	0.001389867125
988	0.9999285534	0.001389867125
989	0.9999285534	0.001389867125
990	0.9999285534	0.001389867125
991	0.9999285534	0.001389867125
992	0.9999285534	0.001389867125
993	0.9999285534	0.001389867125
994	0.9999285534	0.001389867125
995	0.9999285534	0.001389867125
996	0.9999285534	0.001389867125
997	0.9999285534	0.001389867125
998	0.9999285534	0.001389867125
999	0.9999285534	0.001389867125
